,program_id,project_id,major_id,program_name_th,program_type_name_th,major_name_th,project_name_th,min_score,max_score,min_score_ds,max_score_ds,est_min_score_mean,est_min_score_mean_sd,est_min_score_regression,receive_student_number,scores
73,10010122904301A,P2210,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาจีน,71.1875,81.75,70.875,81.75,72.7243,74.1275,73.7933,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}"
74,10010122904301A,P2211,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาญี่ปุ่น,71.0,85.25,70.875,85.25,74.0093,75.4778,74.6468,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_85': 25}"
75,10010122904301A,P2212,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาบาลี,71.875,74.25,71.875,74.25,73.8635,75.0531,74.5919,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_88': 25}"
76,10010122904301A,P2213,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาฝรั่งเศส,71.0,82.5,70.875,82.5,71.7937,73.1895,71.437,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_83': 25}"
77,10010122904301A,P2214,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาสเปน,71.75,80.6875,71.75,80.6875,74.3542,75.7827,75.7163,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_89': 25}"
78,10010122904301A,P2205,D,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,ภูมิศาสตร์และภูมิสารสนเทศ,สาขาวิชาภูมิศาสตร์และภูมิสารสนเทศ,63.625,67.5625,62.4375,67.1875,66.7177,68.1378,67.6773,15.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
79,10010122904301A,P2206,E,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,สารสนเทศศึกษา,สาขาวิชาสารสนเทศศึกษา,65.625,71.75,65.5,71.75,69.7802,71.2003,70.8732,10.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
80,10010122904301A,P2207,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,69.125,80.25,68.9375,80.25,73.2177,74.6378,74.4604,25.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
81,10010122904301A,P2208,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเกาหลี,71.25,79.875,71.25,79.875,74.0135,75.3894,74.5891,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_86': 25}"
82,10010122904301A,P2209,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเยอรมัน,72.0,78.625,72.0,78.625,74.4245,75.7936,73.9591,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_84': 25}"
83,10010122904301A,P2210,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาจีน,71.1875,81.75,70.875,81.75,72.7243,74.1275,73.7933,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}"
84,10010122904301A,P2211,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาญี่ปุ่น,71.0,85.25,70.875,85.25,74.0093,75.4778,74.6468,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_85': 25}"
85,10010122904301A,P2212,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาบาลี,71.875,74.25,71.875,74.25,73.8635,75.0531,74.5919,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_88': 25}"
86,10010122904301A,P2213,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาฝรั่งเศส,71.0,82.5,70.875,82.5,71.7937,73.1895,71.437,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_83': 25}"
87,10010122904301A,P2214,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาสเปน,71.75,80.6875,71.75,80.6875,74.3542,75.7827,75.7163,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_89': 25}"
88,10010122904301A,P2205,D,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,ภูมิศาสตร์และภูมิสารสนเทศ,สาขาวิชาภูมิศาสตร์และภูมิสารสนเทศ,63.625,67.5625,62.4375,67.1875,66.7177,68.1378,67.6773,15.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
89,10010122904301A,P2206,E,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,สารสนเทศศึกษา,สาขาวิชาสารสนเทศศึกษา,65.625,71.75,65.5,71.75,69.7802,71.2003,70.8732,10.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
90,10010122904301A,P2207,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,69.125,80.25,68.9375,80.25,73.2177,74.6378,74.4604,25.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
91,10010122904301A,P2208,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเกาหลี,71.25,79.875,71.25,79.875,74.0135,75.3894,74.5891,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_86': 25}"
92,10010122904301A,P2209,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเยอรมัน,72.0,78.625,72.0,78.625,74.4245,75.7936,73.9591,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_84': 25}"
93,10010122904301A,P2210,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาจีน,71.1875,81.75,70.875,81.75,72.7243,74.1275,73.7933,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}"
94,10010122904301A,P2211,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาญี่ปุ่น,71.0,85.25,70.875,85.25,74.0093,75.4778,74.6468,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_85': 25}"
95,10010122904301A,P2212,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาบาลี,71.875,74.25,71.875,74.25,73.8635,75.0531,74.5919,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_88': 25}"
96,10010122904301A,P2213,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาฝรั่งเศส,71.0,82.5,70.875,82.5,71.7937,73.1895,71.437,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_83': 25}"
97,10010122904301A,P2214,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาสเปน,71.75,80.6875,71.75,80.6875,74.3542,75.7827,75.7163,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_89': 25}"
98,10010122904301A,P2205,D,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,ภูมิศาสตร์และภูมิสารสนเทศ,สาขาวิชาภูมิศาสตร์และภูมิสารสนเทศ,63.625,67.5625,62.4375,67.1875,66.7177,68.1378,67.6773,15.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
99,10010122904301A,P2206,E,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,สารสนเทศศึกษา,สาขาวิชาสารสนเทศศึกษา,65.625,71.75,65.5,71.75,69.7802,71.2003,70.8732,10.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
100,10010122904301A,P2207,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,69.125,80.25,68.9375,80.25,73.2177,74.6378,74.4604,25.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
101,10010122904301A,P2208,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเกาหลี,71.25,79.875,71.25,79.875,74.0135,75.3894,74.5891,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_86': 25}"
102,10010122904301A,P2209,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเยอรมัน,72.0,78.625,72.0,78.625,74.4245,75.7936,73.9591,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_84': 25}"
103,10010122904301A,P2210,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาจีน,71.1875,81.75,70.875,81.75,72.7243,74.1275,73.7933,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}"
104,10010122904301A,P2211,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาญี่ปุ่น,71.0,85.25,70.875,85.25,74.0093,75.4778,74.6468,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_85': 25}"
105,10010122904301A,P2212,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาบาลี,71.875,74.25,71.875,74.25,73.8635,75.0531,74.5919,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_88': 25}"
106,10010122904301A,P2213,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาฝรั่งเศส,71.0,82.5,70.875,82.5,71.7937,73.1895,71.437,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_83': 25}"
107,10010122904301A,P2214,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาสเปน,71.75,80.6875,71.75,80.6875,74.3542,75.7827,75.7163,211.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_89': 25}"
108,10010122904301A,P2205,D,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,ภูมิศาสตร์และภูมิสารสนเทศ,สาขาวิชาภูมิศาสตร์และภูมิสารสนเทศ,63.625,67.5625,62.4375,67.1875,66.7177,68.1378,67.6773,15.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
109,10010122904301A,P2206,E,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,สารสนเทศศึกษา,สาขาวิชาสารสนเทศศึกษา,65.625,71.75,65.5,71.75,69.7802,71.2003,70.8732,10.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
110,10010122904301A,P2207,0,หลักสูตรอักษรศาสตรบัณฑิต,ภาษาไทย ปกติ,อักษรศาสตร์,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,69.125,80.25,68.9375,80.25,73.2177,74.6378,74.4604,25.0,"{'a_lv_62': 25, 'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25}"
